Species	Symbol	Ensembl	Family	Entrez ID
Rattus_norvegicus	Nab1	ENSRNOG00000012959	Others	64824
Rattus_norvegicus	Pfdn5	ENSRNOG00000012985	Others	300257
Rattus_norvegicus	Tle3	ENSRNOG00000013013	Transducin	84424
Rattus_norvegicus	Setd7	ENSRNOG00000013045	SET	689954
Rattus_norvegicus	Phf21b	ENSRNOG00000013067	PHF	300117
Rattus_norvegicus	Zcchc12	ENSRNOG00000013162	Zinc finger	313436
Rattus_norvegicus	Wnt4	ENSRNOG00000013166	Others	84426
Rattus_norvegicus	Ercc3	ENSRNOG00000013180	Others	291703
Rattus_norvegicus	Ruvbl1	ENSRNOG00000013195	Other_CRF	65137
Rattus_norvegicus	Chchd3	ENSRNOG00000013211	Coiled-coil	296966
Rattus_norvegicus	Sap30	ENSRNOG00000013218	SAP	-
Rattus_norvegicus	Tle4	ENSRNOG00000013239	Transducin	25565
Rattus_norvegicus	Helz2	ENSRNOG00000013267	Others	296474
Rattus_norvegicus	Rbpms	ENSRNOG00000013328	RNA binding protein	498642
Rattus_norvegicus	Tsg101	ENSRNOG00000013381	Others	292925
Rattus_norvegicus	Med23	ENSRNOG00000013422	Mediator complex	309565
Rattus_norvegicus	Nif3l1	ENSRNOG00000013446	Others	301431
Rattus_norvegicus	Pex14	ENSRNOG00000013498	Others	64460
Rattus_norvegicus	Cdk13	ENSRNOG00000013620	Cyclin	-
Rattus_norvegicus	Siah2	ENSRNOG00000013703	Others	140593
Rattus_norvegicus	Aebp1	ENSRNOG00000013720	Others	305494
Rattus_norvegicus	Tnip2	ENSRNOG00000013805	Others	305451
Rattus_norvegicus	Sirt3	ENSRNOG00000013828	Sirtuin	293615
Rattus_norvegicus	Tp53bp1	ENSRNOG00000013837	Others	296099
Rattus_norvegicus	Ankrd2	ENSRNOG00000013840	Ankyrin repeat	309374
Rattus_norvegicus	Dcaf1	ENSRNOG00000013841	Others	315987
Rattus_norvegicus	Med20	ENSRNOG00000013852	Mediator complex	316209
Rattus_norvegicus	Fgf1	ENSRNOG00000013867	FGF	25317
Rattus_norvegicus	Rnf4	ENSRNOG00000013930	Ring finger protein	29274
Rattus_norvegicus	Med27	ENSRNOG00000013933	Mediator complex	296612
Rattus_norvegicus	Skor1	ENSRNOG00000013959	SKI	315748
Rattus_norvegicus	Ncoa7	ENSRNOG00000014004	Nuclear receptor coactivator	498995
Rattus_norvegicus	Ccna1	ENSRNOG00000014052	Cyclin	295052
Rattus_norvegicus	Jade1	ENSRNOG00000014066	Others	310352
Rattus_norvegicus	Hmox1	ENSRNOG00000014117	Others	24451
Rattus_norvegicus	Nod2	ENSRNOG00000014124	Others	291912
Rattus_norvegicus	Kcnip3	ENSRNOG00000014152	Others	65199
Rattus_norvegicus	Ilf2	ENSRNOG00000014154	Others	310612
Rattus_norvegicus	Rbm15b	ENSRNOG00000014161	RNA binding protein	315988
Rattus_norvegicus	Zfp703	ENSRNOG00000014199	Zinc finger	680717
Rattus_norvegicus	Hif1an	ENSRNOG00000014234	Others	309434
Rattus_norvegicus	Erbb4	ENSRNOG00000014248	Erbb2	59323
Rattus_norvegicus	Elp3	ENSRNOG00000014291	ELP	100362548
Rattus_norvegicus	Csrp3	ENSRNOG00000014327	Others	117505
Rattus_norvegicus	Hsbp1	ENSRNOG00000014415	Heat shock protein	286899
Rattus_norvegicus	Brd7	ENSRNOG00000014419	Bromodomain	361374
Rattus_norvegicus	Chd1	ENSRNOG00000014434	CHD	308215
Rattus_norvegicus	Uri1	ENSRNOG00000014463	Others	308537
Rattus_norvegicus	Ino80	ENSRNOG00000014483	INO80 complex	296084
Rattus_norvegicus	Zfp638	ENSRNOG00000014501	Zinc finger	312491
Rattus_norvegicus	Brf1	ENSRNOG00000014595	GTF	299347
Rattus_norvegicus	Dhx36	ENSRNOG00000014599	RNA helicase	310461
Rattus_norvegicus	Cxxc1	ENSRNOG00000014614	Others	291440
Rattus_norvegicus	Med31	ENSRNOG00000014618	Mediator complex	287475
Rattus_norvegicus	Smurf2	ENSRNOG00000014623	Others	303614
Rattus_norvegicus	Lmo1	ENSRNOG00000014629	LIM	245979
Rattus_norvegicus	Zmynd11	ENSRNOG00000014670	Zinc finger	291259
Rattus_norvegicus	Tonsl	ENSRNOG00000014703	Others	366953
Rattus_norvegicus	Cbfa2t3	ENSRNOG00000014723	Others	361431
Rattus_norvegicus	Fam208a	ENSRNOG00000014750	FAM	680155
Rattus_norvegicus	Ppie	ENSRNOG00000014762	Others	298508
Rattus_norvegicus	Pdcd4	ENSRNOG00000014779	Others	64031
Rattus_norvegicus	Ccne1	ENSRNOG00000014786	Cyclin	25729
Rattus_norvegicus	Srfbp1	ENSRNOG00000014808	Others	291469
Rattus_norvegicus	Epc1	ENSRNOG00000014834	Others	100362678
Rattus_norvegicus	Anp32a	ENSRNOG00000014846	ANP	108348156
Rattus_norvegicus	Ash2l	ENSRNOG00000014875	Others	290829
Rattus_norvegicus	Lpin2	ENSRNOG00000014876	LPIN	316737
Rattus_norvegicus	Nck1	ENSRNOG00000014917	Others	-
Rattus_norvegicus	Mdfi	ENSRNOG00000014987	Others	501097
Rattus_norvegicus	Mak	ENSRNOG00000015101	Others	25677
Rattus_norvegicus	Kmt2a	ENSRNOG00000015133	Lysine methyltransferase	315606
Rattus_norvegicus	Tradd	ENSRNOG00000015179	Others	246756
Rattus_norvegicus	Kdm8	ENSRNOG00000015180	Lysine demethylase	308976
Rattus_norvegicus	Mybbp1a	ENSRNOG00000015236	Others	60571
Rattus_norvegicus	Taf8	ENSRNOG00000015249	TATA-box	316216
Rattus_norvegicus	Ddx20	ENSRNOG00000015274	RNA helicase	84473
Rattus_norvegicus	Actr8	ENSRNOG00000015280	ACTR	361107
Rattus_norvegicus	Ctdsp1	ENSRNOG00000015295	Others	363249
Rattus_norvegicus	Elp2	ENSRNOG00000015301	ELP	307545
Rattus_norvegicus	Jup	ENSRNOG00000015380	Others	81679
Rattus_norvegicus	Pink1	ENSRNOG00000015385	Others	298575
Rattus_norvegicus	Ccna2	ENSRNOG00000015423	Cyclin	114494
Rattus_norvegicus	LOC100912282	ENSRNOG00000015447	Others	100912282
Rattus_norvegicus	Nelfa	ENSRNOG00000015474	GTF	305455
Rattus_norvegicus	Emsy	ENSRNOG00000015560	Others	361607
Rattus_norvegicus	Suv39h2	ENSRNOG00000015585	Others	364785
Rattus_norvegicus	Nsd3	ENSRNOG00000015621	Nuclear receptor coactivator	290831
Rattus_norvegicus	Taf1c	ENSRNOG00000015632	TATA-box	361420
Rattus_norvegicus	Trip13	ENSRNOG00000015810	Thyroid hormone receptor	292206
Rattus_norvegicus	Fam129b	ENSRNOG00000015845	FAM	362115
Rattus_norvegicus	Arhgap35	ENSRNOG00000015852	Others	306400
Rattus_norvegicus	Cd3d	ENSRNOG00000015994	Others	25710
Rattus_norvegicus	Chmp1a	ENSRNOG00000016001	Others	365024
Rattus_norvegicus	Kank1	ENSRNOG00000016023	Others	309429
Rattus_norvegicus	Rb1	ENSRNOG00000016029	Other_Co-activator/repressors	24708
Rattus_norvegicus	Cnot9	ENSRNOG00000016034	CCR4-NOT	301513
Rattus_norvegicus	Rprd1a	ENSRNOG00000016036	Others	291736
Rattus_norvegicus	Fgfr1	ENSRNOG00000016050	FGF	79114
Rattus_norvegicus	Trip4	ENSRNOG00000016121	Thyroid hormone receptor	315769
Rattus_norvegicus	AABR07012129.1	ENSRNOG00000016146	ELP	-
Rattus_norvegicus	Dek	ENSRNOG00000016152	Other_CRF	306817
Rattus_norvegicus	Pdlim1	ENSRNOG00000016166	Others	54133
Rattus_norvegicus	Ssbp2	ENSRNOG00000016213	Others	361877
Rattus_norvegicus	Edf1	ENSRNOG00000016272	Others	296570
Rattus_norvegicus	Btrc	ENSRNOG00000016280	Others	361765
Rattus_norvegicus	Tcea2	ENSRNOG00000016288	TEF	29575
Rattus_norvegicus	Ctnnbip1	ENSRNOG00000016313	Casein	503000
Rattus_norvegicus	Cbfa2t2	ENSRNOG00000016352	Others	296293
Rattus_norvegicus	Gps2	ENSRNOG00000016360	Others	497941
Rattus_norvegicus	Fgfr2	ENSRNOG00000016374	FGF	25022
Rattus_norvegicus	Zfp593	ENSRNOG00000016392	Zinc finger	298546
Rattus_norvegicus	LOC100911453	ENSRNOG00000016394	WD	310769
Rattus_norvegicus	Clu	ENSRNOG00000016460	Others	24854
Rattus_norvegicus	Kctd1	ENSRNOG00000016467	Others	291772
Rattus_norvegicus	Kdm1b	ENSRNOG00000016519	Lysine demethylase	306819
Rattus_norvegicus	Ino80c	ENSRNOG00000016532	INO80 complex	291737
Rattus_norvegicus	Bmi1	ENSRNOG00000016585	Others	307151
Rattus_norvegicus	Wwtr1	ENSRNOG00000016617	WW	295062
Rattus_norvegicus	Eya4	ENSRNOG00000016627	EYA	292172
Rattus_norvegicus	Lpin3	ENSRNOG00000016636	LPIN	362261
Rattus_norvegicus	Sfmbt1	ENSRNOG00000016645	Others	58967
Rattus_norvegicus	Nsd1	ENSRNOG00000016680	Nuclear receptor coactivator	306764
Rattus_norvegicus	Gtf2a1l	ENSRNOG00000016703	GTF	316711
Rattus_norvegicus	Elp1	ENSRNOG00000016725	ELP	140934
Rattus_norvegicus	Tcerg1l	ENSRNOG00000016737	TEF	361669
Rattus_norvegicus	Chd6	ENSRNOG00000016744	CHD	311607
Rattus_norvegicus	Loxl2	ENSRNOG00000016758	Others	290350
Rattus_norvegicus	Sap130	ENSRNOG00000016773	SAP	307527
Rattus_norvegicus	Kmt5b	ENSRNOG00000016790	Lysine methyltransferase	361688
Rattus_norvegicus	Ss18	ENSRNOG00000016800	SS18	361295
Rattus_norvegicus	Phf2	ENSRNOG00000016816	PHF	306814
Rattus_norvegicus	Rnf25	ENSRNOG00000016886	Ring finger protein	301515
Rattus_norvegicus	Btf3	ENSRNOG00000016912	Others	294680
Rattus_norvegicus	Stk36	ENSRNOG00000016913	Others	301516
Rattus_norvegicus	Arl2bp	ENSRNOG00000016991	Others	498910
Rattus_norvegicus	Ccnt2	ENSRNOG00000017113	Cyclin	304758
Rattus_norvegicus	Trim6	ENSRNOG00000017147	Tripartite motif	293294
Rattus_norvegicus	Med10	ENSRNOG00000017150	Mediator complex	290939
Rattus_norvegicus	Mycbp	ENSRNOG00000017166	Others	100361133
Rattus_norvegicus	Med4	ENSRNOG00000017170	Mediator complex	306030
Rattus_norvegicus	Malt1	ENSRNOG00000017181	Others	307366
Rattus_norvegicus	Prmt6	ENSRNOG00000017187	Arginine methyltransferase	295384
Rattus_norvegicus	Ctr9	ENSRNOG00000017195	Others	293184
Rattus_norvegicus	Tab1	ENSRNOG00000017285	Others	315139
Rattus_norvegicus	Ctbp2	ENSRNOG00000017326	Others	81717
Rattus_norvegicus	Raly	ENSRNOG00000017405	Others	296301
Rattus_norvegicus	Ppargc1b	ENSRNOG00000017503	Others	291567
Rattus_norvegicus	Kmt5c	ENSRNOG00000017508	Lysine methyltransferase	308345
Rattus_norvegicus	Eed	ENSRNOG00000017509	Others	293104
Rattus_norvegicus	Btn1a1	ENSRNOG00000017514	Others	306956
Rattus_norvegicus	Bcl9	ENSRNOG00000017516	BCL	310704
Rattus_norvegicus	Abt1	ENSRNOG00000017585	Others	306960
Rattus_norvegicus	Fbp1	ENSRNOG00000017597	Others	24362
Rattus_norvegicus	Tnp1	ENSRNOG00000017611	Other_CRF	24839
Rattus_norvegicus	Npm3	ENSRNOG00000017622	Nucleoplasmin	502389
Rattus_norvegicus	Chd1l	ENSRNOG00000017669	CHD	310707
Rattus_norvegicus	Edrf1	ENSRNOG00000017728	Others	309069
Rattus_norvegicus	Nudt5	ENSRNOG00000017741	Other_CRF	361274
Rattus_norvegicus	Ercc2	ENSRNOG00000017753	Others	308415
Rattus_norvegicus	Lrif1	ENSRNOG00000017784	Others	310775
Rattus_norvegicus	Ssu72	ENSRNOG00000017829	Others	298681
Rattus_norvegicus	Actn2	ENSRNOG00000017833	Actin	291245
Rattus_norvegicus	Bdp1	ENSRNOG00000017864	GTF	294687
Rattus_norvegicus	Sirt5	ENSRNOG00000017866	Sirtuin	306840
Rattus_norvegicus	Eno1	ENSRNOG00000017895	Others	24333
Rattus_norvegicus	rnf141	ENSRNOG00000017900	Ring finger protein	308900
Rattus_norvegicus	Dvl2	ENSRNOG00000017915	Others	303251
Rattus_norvegicus	Btaf1	ENSRNOG00000017938	Others	368042
Rattus_norvegicus	Skor2	ENSRNOG00000018006	SKI	681200
Rattus_norvegicus	Gtf2h5	ENSRNOG00000018007	GTF	502227
Rattus_norvegicus	Apbb1	ENSRNOG00000018020	Others	29722
Rattus_norvegicus	Taf5l	ENSRNOG00000018027	TATA-box	307927
Rattus_norvegicus	Sra1	ENSRNOG00000018089	Others	252891
Rattus_norvegicus	Anxa4	ENSRNOG00000018159	Others	79124
Rattus_norvegicus	Gtf2h2	ENSRNOG00000018230	GTF	294693
Rattus_norvegicus	Tdp2	ENSRNOG00000018246	Others	498749
Rattus_norvegicus	Ncl	ENSRNOG00000018273	Others	25135
Rattus_norvegicus	Ncoa6	ENSRNOG00000018288	Nuclear receptor coactivator	116464
Rattus_norvegicus	Park7	ENSRNOG00000018289	Others	117287
Rattus_norvegicus	Ccar2	ENSRNOG00000018295	Others	306007
Rattus_norvegicus	Chd4	ENSRNOG00000018309	CHD	117535
Rattus_norvegicus	Picalm	ENSRNOG00000018322	Others	89816
Rattus_norvegicus	Kat2a	ENSRNOG00000018364	Lysine acetyltransferase	303539
Rattus_norvegicus	Ldb1	ENSRNOG00000018468	LIM	309447
Rattus_norvegicus	Plk3	ENSRNOG00000018484	Others	58936
Rattus_norvegicus	Cidea	ENSRNOG00000018505	Others	291541
Rattus_norvegicus	Cdk7	ENSRNOG00000018510	Cyclin	171150
Rattus_norvegicus	Ezr	ENSRNOG00000018524	Others	54319
Rattus_norvegicus	Pcgf5	ENSRNOG00000018532	PCGF	681178
Rattus_norvegicus	Pprc1	ENSRNOG00000018561	Others	294007
Rattus_norvegicus	Ankrd1	ENSRNOG00000018598	Ankyrin repeat	27064
Rattus_norvegicus	Wac	ENSRNOG00000018698	WW	-
Rattus_norvegicus	Camk2a	ENSRNOG00000018712	CAMK	25400
Rattus_norvegicus	Cir1	ENSRNOG00000018719	Other_Co-activator/repressors	362149
Rattus_norvegicus	Gmnn	ENSRNOG00000018782	Others	291137
Rattus_norvegicus	Mkl1	ENSRNOG00000018803	Others	315151
Rattus_norvegicus	Plk1	ENSRNOG00000018815	Others	25515
Rattus_norvegicus	Notch2	ENSRNOG00000018835	Notch	29492
Rattus_norvegicus	Tcerg1	ENSRNOG00000018849	TEF	307474
Rattus_norvegicus	Phf19	ENSRNOG00000018874	PHF	296653
Rattus_norvegicus	Pik3r1	ENSRNOG00000018903	Others	25513
Rattus_norvegicus	Trim33	ENSRNOG00000018946	Tripartite motif	365894
Rattus_norvegicus	Ilk	ENSRNOG00000018993	Others	170922
Rattus_norvegicus	Habp4	ENSRNOG00000019027	Others	361196
Rattus_norvegicus	Ikbkb	ENSRNOG00000019073	Others	84351
Rattus_norvegicus	Hnrnpk	ENSRNOG00000019113	HNRNP	117282
Rattus_norvegicus	Banp	ENSRNOG00000019140	Others	292064
Rattus_norvegicus	Kdm2a	ENSRNOG00000019145	Lysine demethylase	361700
Rattus_norvegicus	Zmynd8	ENSRNOG00000019154	Zinc finger	296374
Rattus_norvegicus	Taf10	ENSRNOG00000019178	TATA-box	293345
Rattus_norvegicus	Eya2	ENSRNOG00000019203	EYA	156826
Rattus_norvegicus	Adrb2	ENSRNOG00000019217	Others	24176
Rattus_norvegicus	Atp5c1	ENSRNOG00000019223	TATA-box	100360100
Rattus_norvegicus	Pik3r2	ENSRNOG00000019228	Others	29741
Rattus_norvegicus	Sgf29	ENSRNOG00000019245	Others	293488
Rattus_norvegicus	Dyrk1b	ENSRNOG00000019254	Others	308468
Rattus_norvegicus	Trak1	ENSRNOG00000019262	Others	316085
Rattus_norvegicus	Pelp1	ENSRNOG00000019268	Others	360552
Rattus_norvegicus	Arrb2	ENSRNOG00000019308	Others	25388
Rattus_norvegicus	Eid2	ENSRNOG00000019310	EID	685691
Rattus_norvegicus	Notch1	ENSRNOG00000019322	Notch	25496
Rattus_norvegicus	Hipk1	ENSRNOG00000019333	HIPK	365895
Rattus_norvegicus	Med11	ENSRNOG00000019384	Mediator complex	287456
Rattus_norvegicus	Dmap1	ENSRNOG00000019407	DNA_methylase	298447
Rattus_norvegicus	Taf6l	ENSRNOG00000019419	TATA-box	309194
Rattus_norvegicus	Eaf1	ENSRNOG00000019559	Others	306261
Rattus_norvegicus	Kat8	ENSRNOG00000019585	Lysine acetyltransferase	310194
Rattus_norvegicus	Vegfa	ENSRNOG00000019598	Other_CRF	83785
Rattus_norvegicus	Hdac3	ENSRNOG00000019618	Histone deacetylase	84578
Rattus_norvegicus	Pmf1	ENSRNOG00000019620	Others	681050
Rattus_norvegicus	Pycard	ENSRNOG00000019675	Others	282817
Rattus_norvegicus	Med29	ENSRNOG00000019702	Mediator complex	292751
Rattus_norvegicus	Paf1	ENSRNOG00000019746	Others	361531
Rattus_norvegicus	Ncoa4	ENSRNOG00000019768	Nuclear receptor coactivator	619385
Rattus_norvegicus	Cavin1	ENSRNOG00000019778	Others	287710
Rattus_norvegicus	Sufu	ENSRNOG00000019807	Others	361769
Rattus_norvegicus	Ell	ENSRNOG00000019824	GTF	306347
Rattus_norvegicus	Samd4b	ENSRNOG00000019831	Others	308473
Rattus_norvegicus	LOC100910882	ENSRNOG00000019848	RNA binding protein	362251
Rattus_norvegicus	Nedd8	ENSRNOG00000019895	Others	25490
Rattus_norvegicus	Phf20	ENSRNOG00000019948	PHF	311575
Rattus_norvegicus	Kdm4a	ENSRNOG00000019956	Lysine demethylase	313539
Rattus_norvegicus	Ino80e	ENSRNOG00000019960	INO80 complex	293494
Rattus_norvegicus	Tgfb1i1	ENSRNOG00000019965	Others	84574
Rattus_norvegicus	Trim8	ENSRNOG00000019968	Tripartite motif	688785
Rattus_norvegicus	Scand1	ENSRNOG00000019987	Others	362252
Rattus_norvegicus	Taf7	ENSRNOG00000020024	TATA-box	307485
Rattus_norvegicus	Nfkbib	ENSRNOG00000020063	NFKB associated	81525
Rattus_norvegicus	Sirt2	ENSRNOG00000020102	Sirtuin	361532
Rattus_norvegicus	AABR07066830.1	ENSRNOG00000020153	SUPT	-
Rattus_norvegicus	Pagr1	ENSRNOG00000020217	Others	-
Rattus_norvegicus	Pcgf6	ENSRNOG00000020250	PCGF	309457
Rattus_norvegicus	Per2	ENSRNOG00000020254	Others	63840
Rattus_norvegicus	Taf5	ENSRNOG00000020274	TATA-box	294018
Rattus_norvegicus	Tnni2	ENSRNOG00000020276	Others	29389
Rattus_norvegicus	Taf13	ENSRNOG00000020315	TATA-box	310784
Rattus_norvegicus	Utp4	ENSRNOG00000020333	Others	291987
Rattus_norvegicus	Ezh1	ENSRNOG00000020336	Others	303547
Rattus_norvegicus	Brd8	ENSRNOG00000020340	Bromodomain	291691
Rattus_norvegicus	Nup98	ENSRNOG00000020347	Others	81738
Rattus_norvegicus	Med25	ENSRNOG00000020363	Mediator complex	292889
Rattus_norvegicus	Hdac4	ENSRNOG00000020372	Histone deacetylase	363287
Rattus_norvegicus	Dapk3	ENSRNOG00000020383	Others	64391
Rattus_norvegicus	Ash1l	ENSRNOG00000020386	Others	310638
Rattus_norvegicus	Actn4	ENSRNOG00000020433	Actin	63836
Rattus_norvegicus	Nsmce4a	ENSRNOG00000020452	EID	-
Rattus_norvegicus	Ripk3	ENSRNOG00000020465	Others	246240
Rattus_norvegicus	Pin1	ENSRNOG00000020474	Others	298696
Rattus_norvegicus	Camk4	ENSRNOG00000020478	CAMK	25050
Rattus_norvegicus	Drap1	ENSRNOG00000020527	Others	293674
Rattus_norvegicus	Ndufa13	ENSRNOG00000020602	Others	100911483
Rattus_norvegicus	Pih1d1	ENSRNOG00000020634	Other_CRF	292898
Rattus_norvegicus	Tgfb1	ENSRNOG00000020652	Others	59086
Rattus_norvegicus	Pygo2	ENSRNOG00000020663	Others	295251
Rattus_norvegicus	Pbxip1	ENSRNOG00000020673	Others	310644
Rattus_norvegicus	Ifi35	ENSRNOG00000020678	Others	287719
Rattus_norvegicus	Dpf1	ENSRNOG00000020687	DPF	50545
Rattus_norvegicus	Brca1	ENSRNOG00000020701	Others	497672
Rattus_norvegicus	Pten	ENSRNOG00000020723	Others	50557
Rattus_norvegicus	Pspc1	ENSRNOG00000020782	Others	305910
Rattus_norvegicus	Ruvbl2	ENSRNOG00000020793	Other_CRF	292907
Rattus_norvegicus	Dpf2	ENSRNOG00000020892	DPF	361711
Rattus_norvegicus	Fgf19	ENSRNOG00000020899	FGF	170582
Rattus_norvegicus	Hdac5	ENSRNOG00000020905	Histone deacetylase	84580
Rattus_norvegicus	Setd2	ENSRNOG00000020915	SET	316013
Rattus_norvegicus	Ccnd1	ENSRNOG00000020918	Cyclin	58919
Rattus_norvegicus	Atxn7l3	ENSRNOG00000020930	Others	287734
Rattus_norvegicus	Egln2	ENSRNOG00000020947	Others	308457
Rattus_norvegicus	Men1	ENSRNOG00000021054	Others	29417
Rattus_norvegicus	Sf1	ENSRNOG00000021085	Others	117855
Rattus_norvegicus	Prdx5	ENSRNOG00000021125	Others	113898
Rattus_norvegicus	Anp32e	ENSRNOG00000021168	ANP	361999
Rattus_norvegicus	Txnip	ENSRNOG00000021201	Others	117514
Rattus_norvegicus	Lgals12	ENSRNOG00000021207	Others	293710
Rattus_norvegicus	Prnp	ENSRNOG00000021259	Others	24686
Rattus_norvegicus	Hexim2	ENSRNOG00000021287	Others	303580
Rattus_norvegicus	Rbbp5	ENSRNOG00000021289	RBBP	304794
Rattus_norvegicus	Noc2l	ENSRNOG00000021392	Others	313777
Rattus_norvegicus	Tirap	ENSRNOG00000021420	Others	680127
Rattus_norvegicus	Rbbp4	ENSRNOG00000021492	RBBP	313048
Rattus_norvegicus	Kmt2e	ENSRNOG00000021614	Lysine methyltransferase	311968
Rattus_norvegicus	Cdk5r1	ENSRNOG00000021685	Cyclin	116671
Rattus_norvegicus	Trim29	ENSRNOG00000021771	Tripartite motif	300656
Rattus_norvegicus	Dnajb1	ENSRNOG00000021824	Others	361384
Rattus_norvegicus	Htatip2	ENSRNOG00000022189	Others	292935
Rattus_norvegicus	Senp1	ENSRNOG00000022260	Others	300193
Rattus_norvegicus	Cenpu	ENSRNOG00000022261	CENP	306464
Rattus_norvegicus	Aip	ENSRNOG00000022289	Others	282827
Rattus_norvegicus	LOC498453	ENSRNOG00000022323	TEF	362479
Rattus_norvegicus	Kdm1a	ENSRNOG00000022372	Lysine demethylase	500569
Rattus_norvegicus	Crtc1	ENSRNOG00000022421	CREB	684527
Rattus_norvegicus	Chuk	ENSRNOG00000022485	Others	309361
Rattus_norvegicus	Cdk9	ENSRNOG00000022586	Cyclin	362110
Rattus_norvegicus	4933416C03Rik	ENSRNOG00000022632	TATA-box	-
Rattus_norvegicus	Pphln1	ENSRNOG00000022778	Others	366975
Rattus_norvegicus	Ell3	ENSRNOG00000022868	GTF	296102
Rattus_norvegicus	Ice1	ENSRNOG00000023053	Others	306665
Rattus_norvegicus	Yeats2	ENSRNOG00000023107	Others	498112
Rattus_norvegicus	Cnot11	ENSRNOG00000023220	CCR4-NOT	363221
Rattus_norvegicus	AABR07002945.1	ENSRNOG00000023296	Others	-
Rattus_norvegicus	Lin9	ENSRNOG00000023304	Others	689523
Rattus_norvegicus	Parp14	ENSRNOG00000023334	PARP	303903
Rattus_norvegicus	Fus	ENSRNOG00000023360	Others	317385
Rattus_norvegicus	Ing4	ENSRNOG00000023363	ING	297597
Rattus_norvegicus	Parp9	ENSRNOG00000023463	PARP	303905
Rattus_norvegicus	Rpap2	ENSRNOG00000023484	Others	305120
Rattus_norvegicus	Skap1	ENSRNOG00000023881	Others	286975
Rattus_norvegicus	Actr5	ENSRNOG00000023989	ACTR	362258
Rattus_norvegicus	Dgkq	ENSRNOG00000024112	Others	100361138
Rattus_norvegicus	Arglu1	ENSRNOG00000024142	Others	290912
Rattus_norvegicus	Phf5a	ENSRNOG00000024170	PHF	192246
Rattus_norvegicus	Rsf1	ENSRNOG00000024194	Others	308839
Rattus_norvegicus	Ino80d	ENSRNOG00000024272	INO80 complex	316440
Rattus_norvegicus	Taf11	ENSRNOG00000024601	TATA-box	309638
Rattus_norvegicus	Kdm4d	ENSRNOG00000024726	Lysine demethylase	689582
Rattus_norvegicus	L3mbtl2	ENSRNOG00000024743	Others	300320
Rattus_norvegicus	H2afy2	ENSRNOG00000024751	Others	361844
Rattus_norvegicus	Asb10	ENSRNOG00000024885	NFKB associated	499972
Rattus_norvegicus	Snip1	ENSRNOG00000024889	Others	108348099
Rattus_norvegicus	Npat	ENSRNOG00000024934	Nuclear coactivator	315666
Rattus_norvegicus	Chd8	ENSRNOG00000025011	CHD	65027
Rattus_norvegicus	Dnttip2	ENSRNOG00000025025	Others	100910753
Rattus_norvegicus	Kat6a	ENSRNOG00000025174	Lysine acetyltransferase	306571
Rattus_norvegicus	Scai	ENSRNOG00000025278	Others	690538
Rattus_norvegicus	Dppa4	ENSRNOG00000025404	Others	685378
Rattus_norvegicus	Atad2	ENSRNOG00000025604	Others	314993
Rattus_norvegicus	Npm2	ENSRNOG00000025638	Nucleoplasmin	290359
Rattus_norvegicus	Kdm2b	ENSRNOG00000025702	Lysine demethylase	304495
Rattus_norvegicus	Crk	ENSRNOG00000025792	Others	54245
Rattus_norvegicus	Gtf2e1	ENSRNOG00000026008	GTF	303918
Rattus_norvegicus	Taf4b	ENSRNOG00000026023	TATA-box	291773
Rattus_norvegicus	Prmt1	ENSRNOG00000026109	Arginine methyltransferase	60421
Rattus_norvegicus	AABR07069343.1	ENSRNOG00000026629	MBD	-
Rattus_norvegicus	Ell2	ENSRNOG00000027089	GTF	309918
Rattus_norvegicus	Tdg	ENSRNOG00000027124	Others	114521
Rattus_norvegicus	Dpy30	ENSRNOG00000027126	Others	286897
Rattus_norvegicus	Tenm2	ENSRNOG00000027341	Others	117242
Rattus_norvegicus	Ppid	ENSRNOG00000027408	Others	361967
Rattus_norvegicus	Trim28	ENSRNOG00000027487	Tripartite motif	116698
Rattus_norvegicus	Htatsf1	ENSRNOG00000027761	Others	317612
Rattus_norvegicus	AABR07037173.1	ENSRNOG00000027850	SSX	-
Rattus_norvegicus	Rexo4	ENSRNOG00000027867	Others	311826
Rattus_norvegicus	Fam83g	ENSRNOG00000027924	FAM	100360307
Rattus_norvegicus	Dscam	ENSRNOG00000027992	Others	171119
Rattus_norvegicus	Rfxap	ENSRNOG00000028382	Others	103691557
Rattus_norvegicus	Gnl3	ENSRNOG00000028461	Others	290556
Rattus_norvegicus	Siva1	ENSRNOG00000028640	Others	362791
Rattus_norvegicus	Vgll3	ENSRNOG00000028774	Vestigial like	498038
Rattus_norvegicus	Dab2	ENSRNOG00000028930	Others	79128
Rattus_norvegicus	Zmym5	ENSRNOG00000029220	Zinc finger	305911
Rattus_norvegicus	Sfmbt2	ENSRNOG00000029235	Others	307106
Rattus_norvegicus	Epc2	ENSRNOG00000029447	Others	362132
Rattus_norvegicus	Pid1	ENSRNOG00000029735	Others	501174
Rattus_norvegicus	Rwdd3	ENSRNOG00000029893	Others	65026
Rattus_norvegicus	Insr	ENSRNOG00000029986	Others	24954
Rattus_norvegicus	Arrb1	ENSRNOG00000030404	Others	25387
Rattus_norvegicus	Ehmt2	ENSRNOG00000030630	Histone lysine methyltransferase	361798
Rattus_norvegicus	Ddx5	ENSRNOG00000030680	RNA helicase	287765
Rattus_norvegicus	Ctnnd1	ENSRNOG00000030790	Casein	311163
Rattus_norvegicus	Carm1	ENSRNOG00000031129	Others	363026
